dt,demand
2021-09-07 17:00:00,7768.0
2021-09-07 18:00:00,7462.0
2021-09-07 19:00:00,9014.0
2021-09-07 20:00:00,9101
2021-09-07 21:00:00,9221
2021-09-07 22:00:00,9102
2021-09-07 23:00:00,9005
2021-09-08 00:00:00,8826
2021-09-08 01:00:00,8105
2021-09-08 02:00:00,7931
2021-09-08 03:00:00,7858
2021-09-08 04:00:00,7767
2021-09-08 05:00:00,7687.0
2021-09-08 06:00:00,7107.0
2021-09-08 07:00:00,6925.0
2021-09-08 08:00:00,7008.0
2021-09-08 09:00:00,7351.0
2021-09-08 10:00:00,7567.0
2021-09-08 11:00:00,7886.0
2021-09-08 12:00:00,7977.0
2021-09-08 13:00:00,8094.0
2021-09-08 14:00:00,7935.0
2021-09-08 15:00:00,8193.0
2021-09-08 16:00:00,7874.0
2021-09-08 17:00:00,7559.0
2021-09-08 18:00:00,7765.0
2021-09-08 19:00:00,9135.0
2021-09-08 20:00:00,9157
2021-09-08 21:00:00,9300
2021-09-08 22:00:00,9337
2021-09-08 23:00:00,9290
2021-09-09 00:00:00,8940
2021-09-09 01:00:00,8550
2021-09-09 02:00:00,8258
2021-09-09 03:00:00,8053
2021-09-09 04:00:00,7966
2021-09-09 05:00:00,7763.0
2021-09-09 06:00:00,7209.0
2021-09-09 07:00:00,6849.0
2021-09-09 08:00:00,6936.0
2021-09-09 09:00:00,7386.0
2021-09-09 10:00:00,7714.0
2021-09-09 11:00:00,7924.0
2021-09-09 12:00:00,8291.0
2021-09-09 13:00:00,8372.0
2021-09-09 14:00:00,8329.0
2021-09-09 15:00:00,8408.0
2021-09-09 16:00:00,8298.0
2021-09-09 17:00:00,8051.0
2021-09-09 18:00:00,7856.0
2021-09-09 19:00:00,9194.0
2021-09-09 20:00:00,9345
2021-09-09 21:00:00,9311
2021-09-09 22:00:00,9216
2021-09-09 23:00:00,9159
2021-09-10 00:00:00,9049
2021-09-10 01:00:00,8775
2021-09-10 02:00:00,8618
2021-09-10 03:00:00,8419
2021-09-10 04:00:00,8208
2021-09-10 05:00:00,8056.0
2021-09-10 06:00:00,7407.0
2021-09-10 07:00:00,6806.0
2021-09-10 08:00:00,6617.0
2021-09-10 09:00:00,6628.0
2021-09-10 10:00:00,6702.0
2021-09-10 11:00:00,6852.0
2021-09-10 12:00:00,7128.0
2021-09-10 13:00:00,7488.0
2021-09-10 14:00:00,7413.0
2021-09-10 15:00:00,7493.0
2021-09-10 16:00:00,7047.0
2021-09-10 17:00:00,6712.0
2021-09-10 18:00:00,6892.0
2021-09-10 19:00:00,8207.0
2021-09-10 20:00:00,8688
2021-09-10 21:00:00,8756
2021-09-10 22:00:00,9151
2021-09-10 23:00:00,9051
2021-09-11 00:00:00,8681
2021-09-11 01:00:00,8384
2021-09-11 02:00:00,8123
2021-09-11 03:00:00,7797
2021-09-11 04:00:00,7624
2021-09-11 05:00:00,7408.0
2021-09-11 06:00:00,6766.0
2021-09-11 07:00:00,6670.0
2021-09-11 08:00:00,6434.0
2021-09-11 09:00:00,6925.0
2021-09-11 10:00:00,7210.0
2021-09-11 11:00:00,7492.0
2021-09-11 12:00:00,7943.0
2021-09-11 13:00:00,8428.0
2021-09-11 14:00:00,8316.0
2021-09-11 15:00:00,8619.0
2021-09-11 16:00:00,8536.0
2021-09-11 17:00:00,8213.0
2021-09-11 18:00:00,8211.0
2021-09-11 19:00:00,9400.0
2021-09-11 20:00:00,9515
2021-09-11 21:00:00,9472
2021-09-11 22:00:00,9477
2021-09-11 23:00:00,9361
2021-09-12 00:00:00,9353
2021-09-12 01:00:00,8907
2021-09-12 02:00:00,8627
2021-09-12 03:00:00,8389
2021-09-12 04:00:00,8306
2021-09-12 05:00:00,8148.0
2021-09-12 06:00:00,7662.0
2021-09-12 07:00:00,7346.0
2021-09-12 08:00:00,7340.0
2021-09-12 09:00:00,7556.0
2021-09-12 10:00:00,7808.0
2021-09-12 11:00:00,7873.0
2021-09-12 12:00:00,8213.0
2021-09-12 13:00:00,8289.0
2021-09-12 14:00:00,8229.0
2021-09-12 15:00:00,8581.0
2021-09-12 16:00:00,8353.0
2021-09-12 17:00:00,8080.0
2021-09-12 18:00:00,7908.0
2021-09-12 19:00:00,8689.0
2021-09-12 20:00:00,8902
2021-09-12 21:00:00,8916
2021-09-12 22:00:00,9031
2021-09-12 23:00:00,8819
2021-09-13 00:00:00,8710
2021-09-13 01:00:00,8449
2021-09-13 02:00:00,8349
2021-09-13 03:00:00,8099
2021-09-13 04:00:00,7991
2021-09-13 05:00:00,7933.0
2021-09-13 06:00:00,7294.0
2021-09-13 07:00:00,7053.0
2021-09-13 08:00:00,7010.0
2021-09-13 09:00:00,7165.0
2021-09-13 10:00:00,7392.0
2021-09-13 11:00:00,7704.0
2021-09-13 12:00:00,7817.0
2021-09-13 13:00:00,7980.0
2021-09-13 14:00:00,7928.0
2021-09-13 15:00:00,8086.0
2021-09-13 16:00:00,7991.0
2021-09-13 17:00:00,7660.0
2021-09-13 18:00:00,7624.0
2021-09-13 19:00:00,8815.0
2021-09-13 20:00:00,8851
2021-09-13 21:00:00,8917
2021-09-13 22:00:00,8739
2021-09-13 23:00:00,8682
2021-09-14 00:00:00,8582
2021-09-14 01:00:00,8313
2021-09-14 02:00:00,7970
2021-09-14 03:00:00,7825
2021-09-14 04:00:00,7708
2021-09-14 05:00:00,7489.0
2021-09-14 06:00:00,6919.0
2021-09-14 07:00:00,6676.0
2021-09-14 08:00:00,6649.0
2021-09-14 09:00:00,6797.0
2021-09-14 10:00:00,7104.0
2021-09-14 11:00:00,7348.0
2021-09-14 12:00:00,7510.0
2021-09-14 13:00:00,7673.0
2021-09-14 14:00:00,7496.0
2021-09-14 15:00:00,7562.0
2021-09-14 16:00:00,7270.0
2021-09-14 17:00:00,7238.0
2021-09-14 18:00:00,7549.0
2021-09-14 19:00:00,8585.0
2021-09-14 20:00:00,8615
2021-09-14 21:00:00,8512
2021-09-14 22:00:00,8481
2021-09-14 23:00:00,8365
2021-09-15 00:00:00,8177
2021-09-15 01:00:00,7881
2021-09-15 02:00:00,7646
2021-09-15 03:00:00,7433
2021-09-15 04:00:00,7191
2021-09-15 05:00:00,7084.0
2021-09-15 06:00:00,6630.0
2021-09-15 07:00:00,6460.0
2021-09-15 08:00:00,6585.0
2021-09-15 09:00:00,7020.0
2021-09-15 10:00:00,7326.0
2021-09-15 11:00:00,7449.0
2021-09-15 12:00:00,7811.0
2021-09-15 13:00:00,7951.0
2021-09-15 14:00:00,7937.0
2021-09-15 15:00:00,8187.0
2021-09-15 16:00:00,7993.0
2021-09-15 17:00:00,7733.0
2021-09-15 18:00:00,7961.0
2021-09-15 19:00:00,9008.0
2021-09-15 20:00:00,8938
2021-09-15 21:00:00,8997
2021-09-15 22:00:00,8939
2021-09-15 23:00:00,8767
2021-09-16 00:00:00,8475
2021-09-16 01:00:00,8148
2021-09-16 02:00:00,7730
2021-09-16 03:00:00,7715
2021-09-16 04:00:00,7312
2021-09-16 05:00:00,7207.0
2021-09-16 06:00:00,6688.0
2021-09-16 07:00:00,6513.0
2021-09-16 08:00:00,6473.0
2021-09-16 09:00:00,6748.0
2021-09-16 10:00:00,7114.0
2021-09-16 11:00:00,7544.0
2021-09-16 12:00:00,7789.0
2021-09-16 13:00:00,7971.0
2021-09-16 14:00:00,7969.0
2021-09-16 15:00:00,8260.0
2021-09-16 16:00:00,8141.0
2021-09-16 17:00:00,7721.0
2021-09-16 18:00:00,7693.0
2021-09-16 19:00:00,8993.0
2021-09-16 20:00:00,8963
2021-09-16 21:00:00,8970
2021-09-16 22:00:00,8741
2021-09-16 23:00:00,8689
2021-09-17 00:00:00,8541
2021-09-17 01:00:00,8340
2021-09-17 02:00:00,8108
2021-09-17 03:00:00,7856
2021-09-17 04:00:00,7684
2021-09-17 05:00:00,7500.0
2021-09-17 06:00:00,6793.0
2021-09-17 07:00:00,6274.0
2021-09-17 08:00:00,5952.0
2021-09-17 09:00:00,5686.0
2021-09-17 10:00:00,5846.0
2021-09-17 11:00:00,5916.0
2021-09-17 12:00:00,6021.0
2021-09-17 13:00:00,6469.0
2021-09-17 14:00:00,6315.0
2021-09-17 15:00:00,6444.0
2021-09-17 16:00:00,6227.0
2021-09-17 17:00:00,6171.0
2021-09-17 18:00:00,6599.0
2021-09-17 19:00:00,7953.0
2021-09-17 20:00:00,8002
2021-09-17 21:00:00,8066
2021-09-17 22:00:00,8024
2021-09-17 23:00:00,7985
2021-09-18 00:00:00,7751
2021-09-18 01:00:00,7667
2021-09-18 02:00:00,7483
2021-09-18 03:00:00,7115
2021-09-18 04:00:00,6980
2021-09-18 05:00:00,6944.0
2021-09-18 06:00:00,6431.0
2021-09-18 07:00:00,6249.0
2021-09-18 08:00:00,6268.0
2021-09-18 09:00:00,6439.0
2021-09-18 10:00:00,6538.0
2021-09-18 11:00:00,6822.0
2021-09-18 12:00:00,7049.0
2021-09-18 13:00:00,7410.0
2021-09-18 14:00:00,7316.0
2021-09-18 15:00:00,7429.0
2021-09-18 16:00:00,7215.0
2021-09-18 17:00:00,6990.0
2021-09-18 18:00:00,7583.0
2021-09-18 19:00:00,8860.0
2021-09-18 20:00:00,8693
2021-09-18 21:00:00,8755
2021-09-18 22:00:00,8690
2021-09-18 23:00:00,8576
2021-09-19 00:00:00,8460
2021-09-19 01:00:00,8070
2021-09-19 02:00:00,7794
2021-09-19 03:00:00,7631
2021-09-19 04:00:00,7339
2021-09-19 05:00:00,7137.0
2021-09-19 06:00:00,6582.0
2021-09-19 07:00:00,6270.0
2021-09-19 08:00:00,6303.0
2021-09-19 09:00:00,6803.0
2021-09-19 10:00:00,7038.0
2021-09-19 11:00:00,7277.0
2021-09-19 12:00:00,7461.0
2021-09-19 13:00:00,7494.0
2021-09-19 14:00:00,7442.0
2021-09-19 15:00:00,7569.0
